0,15.788,14.023,0,2,14,3
0.00016667,17.485,14.31,0,2,14,3
0.00033334,18.333,14.684,0,2,14,3
0.00050001,18.242,14.971,0,2,14,3
0.00066668,19.212,15.258,0,2,14,3
0.00083335,19.272,15.517,0,2,14,3
0.001,18.877,15.688,0,2,14,3
0.0011667,19.391,15.859,0,2,14,3
0.0013334,19.115,15.827,0,2,14,3
0.0015,18.715,15.848,0,2,14,3
0.0016667,18.974,15.66,0,2,14,3
0.0018334,18.705,15.46,0,2,14,3
0.002,18.342,15.223,0,2,14,3
0.0021667,18.402,15.059,0,2,14,3
0.0023334,17.857,14.928,0,2,14,3
0.0025,17.473,14.684,0,2,14,3
0.0026667,17.469,14.582,0,2,14,3
0.0028334,16.759,14.272,0,2,14,3
0.003,16.502,14.081,0,2,14,3
0.0031667,16.507,13.921,0,2,14,3
0.0033334,15.709,13.686,0,2,14,3
0.0035001,15.485,13.465,0,2,14,3
0.0036667,15.227,13.165,0,2,14,3
0.0038334,14.162,13.053,0,2,14,3
0.0040001,13.703,12.915,0,2,14,3
0.0041667,13.032,12.608,0,2,14,3
0.0043334,11.848,12.268,0,2,14,3
0.0045001,11.179,12.016,0,2,14,3
0.0046667,9.9654,11.488,0,2,14,3
0.0048334,8.7826,10.364,0,2,14,3
0.0050001,7.5697,8.8966,0,2,14,3
0.0051667,6.5085,6.9135,0,2,14,3
0.0053334,5.5682,5.0726,0,2,14,3
0.0055001,4.0525,2.1416,0,2,14,3
0.0056668,2.2644,-0.58493,0,2,14,3
0.0058334,0.65902,-0.95803,0,2,14,3
0.0060001,0.59835,-1.0154,0,2,14,3
0.0061668,0.62849,-1.0154,0,2,14,3
0.0063334,0.62818,-1.0437,0,2,14,3
0.0065001,0.53694,-0.9574,0,2,14,3
0.0066668,0.62684,-1.0425,0,2,14,3
0.0068334,0.56448,-1.0405,0,2,14,3
0.0070001,0.59093,-1.0075,0,2,14,3
0.0071668,0.55297,-0.97004,0,2,14,3
0.0073335,0.53754,-0.95207,0,2,14,3
0.0075001,0.50754,-0.94491,0,2,14,3
0.0076668,0.52913,-0.91378,0,2,14,3
0.0078335,0.43214,-0.77674,0,2,14,3
0.0080001,0.38609,-0.6719,0,2,14,3
0.0081668,0.29379,-0.58055,0,2,14,3
0.0083335,0.33231,-0.51198,0,2,14,3
0.0085001,0.2263,-0.39934,0,2,14,3
0.0086668,0.26494,-0.28736,0,2,14,3
0.0088335,0.18745,-0.22409,0,2,14,3
0.0090001,0.22957,-0.22614,0,2,14,3
0.0091668,0.17135,-0.24184,0,2,14,3
0.0093335,0.13311,-0.17439,0,2,14,3
0.0095002,0.068464,-0.18556,0,2,14,3
0.0096668,0.15538,-0.20196,0,2,14,3
0.0098335,0.17479,-0.11137,0,2,14,3
0.01,31.573,42.779,0,2,14,3
0.010167,31.2,36.946,0,2,14,3
0.010333,20.84,20.382,0,2,14,3
0.0105,13.877,10.38,0,2,14,3
0.010667,14.999,10.305,0,2,14,3
0.010834,17.392,13.975,0,2,14,3
0.011,18.148,14.89,0,2,14,3
0.011167,18.118,14.259,0,2,14,3
0.011334,18.513,13.831,0,2,14,3
0.0115,19.906,14.723,0,2,14,3
0.011667,21.45,16.018,0,2,14,3
0.011834,21.6,17.797,0,2,14,3
0.012,21.204,18.858,0,2,14,3
0.012167,19.808,19.403,0,2,14,3
0.012334,18.383,19.572,0,2,14,3
0.0125,16.778,18.969,0,2,14,3
0.012667,15.807,18.796,0,2,14,3
0.012834,14.251,19.193,0,2,14,3
0.013,3.5642,19.186,0,2,14,3
0.013167,2.0505,19.729,0,2,14,3
0.013334,1.9295,20.651,0,2,14,3
0.0135,2.0201,22.884,0,2,14,3
0.013667,1.8381,22.857,0,2,14,3
0.013834,1.4745,23.316,0,2,14,3
0.014,1.2019,23.66,0,2,14,3
0.014167,1.08,24.349,0,2,14,3
0.014334,0.53527,25.21,0,2,14,3
0.0145,0.65644,25.841,0,2,14,3
0.014667,0.89818,26.529,0,2,14,3
0.014834,0.92773,27.189,0,2,14,3
0.015,1.1079,27.706,0,2,14,3
0.015167,1.1664,28.539,0,2,14,3
0.015334,1.4068,29.546,0,2,14,3
0.0155,1.4956,31.213,0,2,14,3
0.015667,1.8146,32.965,0,2,14,3
0.015834,15.224,34.689,0,2,14,3
0.016,17.459,36.414,0,2,14,3
0.016167,14.52,38.397,0,2,14,3
0.016334,11.857,40.524,0,2,14,3
0.0165,11.952,42.649,0,2,14,3
0.016667,14.708,44.602,0,2,14,3
0.016834,16.464,46.385,0,2,14,3
0.017,17.163,48.483,0,2,14,3
0.017167,19.769,50.697,0,2,14,3
0.017334,22.101,53.197,0,2,14,3
0.0175,23.648,55.812,0,2,14,3
0.017667,26.342,58.311,0,2,14,3
0.017834,27.431,60.665,0,2,14,3
0.018,27.706,62.589,0,2,14,3
0.018167,29.492,64.311,0,2,14,3
0.018334,30.188,65.66,0,2,14,3
0.0185,30.643,66.808,0,2,14,3
0.018667,32.398,67.727,0,2,14,3
0.018834,32.943,68.673,0,2,14,3
0.019,33.729,69.39,0,2,14,3
0.019167,34.363,70.018,0,2,14,3
0.019334,34.663,70.33,0,2,14,3
0.0195,35.235,70.438,0,2,14,3
0.019667,35.655,70.34,0,2,14,3
0.019834,35.86,70.314,0,2,14,3
0.02,36.245,70.172,0,2,14,3
0.020167,36.384,69.893,0,2,14,3
0.020334,36.579,69.712,0,2,14,3
0.0205,37.05,69.357,0,2,14,3
